dhID,chiID,unique_id,CandName,party,precinctsreporting,votecount,precinctstotal,totalvotes,precinctsreportingpct,votecount_dupage,votepct,totalvotes_dupage,precinctsreportingpct_kane,votecount_kane,votepct_kane,totalvotes_kane,precinctsreportingpct_lake,votecount_lake,votepct_lake,totalvotes_lake,precinctsreportingpct_mch,votecount_mch,votepct_mch,totalvotes_mch,precinctsreportingpct_will,votecount_will,votepct_will,totalvotes_will,precinctsreportingpct_chi,votecount_chi,votepct_chi,totalvotes_chi,precinctsreportingpct_statewide,votecount_statewide,votepct_statewide,totalvotes_statewide
1,0010001,polid-1746,Hillary Clinton,Dem,2234,364986,3668,681765,0.0,0,0.0,0,24.58,4285,0.485938,8818,0.0,665,0.578764,1149,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,242760.0,0.5376684643580912,451505.0,25.75,383980,0.529311,725433
1,0010006,polid-1445,Bernie Sanders,Dem,2234,310674,3668,681765,0.0,0,0.0,0,24.58,4503,0.51066,8818,0.0,484,0.421236,1149,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,204093.0,0.4520282167417858,451505.0,25.75,334929,0.461695,725433
2,0163003,polid-8639,Donald Trump,GOP,2234,73446,3668,178892,0.0,0,0.0,0,24.58,4245,0.387742,10948,0.0,441,0.322604,1367,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,22515.0,0.3975667467156378,56632.0,25.39,92997,0.403591,230424
2,0163004,polid-61815,Ted Cruz,GOP,2234,39732,3668,178892,0.0,0,0.0,0,24.58,2531,0.231184,10948,0.0,291,0.212875,1367,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,11941.0,0.21085252154259077,56632.0,25.39,57258,0.24849,230424
2,0163005,polid-53044,Marco Rubio,GOP,2234,18349,3668,178892,0.0,0,0.0,0,24.58,1493,0.136372,10948,0.0,113,0.082663,1367,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,6876.0,0.12141545416019212,56632.0,25.39,23069,0.100115,230424
2,0163010,polid-36679,John Kasich,GOP,2234,43798,3668,178892,0.0,0,0.0,0,24.58,2401,0.219309,10948,0.0,503,0.367959,1367,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,13796.0,0.24360785421669728,56632.0,25.39,51937,0.225398,230424
22,0011002,polid-51631,Tammy Duckworth,Dem,2234,381013,3668,632071,0.0,0,0.0,0,24.58,6874,0.821266,8370,0.0,879,0.822264,1069,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,238500.0,0.5730913774377409,416164.0,25.25,399216,0.607974,656633
22,0011001,polid-64570,Andrea Zopp,Dem,2234,172665,3668,632071,0.0,0,0.0,0,24.58,1085,0.12963,8370,0.0,137,0.128157,1069,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,128419.0,0.3085778683403658,416164.0,25.25,177049,0.269632,656633
22,0011003,polid-64571,Napoleon Harris,Dem,2234,78393,3668,632071,0.0,0,0.0,0,24.58,411,0.049104,8370,0.0,53,0.049579,1069,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,49245.0,0.11833075422189329,416164.0,25.25,80368,0.122394,656633
23,0164002,polid-1277,Mark Kirk,GOP,2234,115080,3668,160671,0.0,0,0.0,0,24.58,6703,0.649956,10313,0.0,993,0.772162,1286,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,34640.0,0.7110308304938626,48718.0,25.23,144794,0.713415,202959
23,0164001,polid-64572,James Marter,GOP,2234,45591,3668,160671,0.0,0,0.0,0,24.58,3610,0.350044,10313,0.0,293,0.227838,1286,0.0,0,0.0,0,0.0,0,0.0,0,0.6631222812953117,14078.0,0.2889691695061374,48718.0,25.23,58165,0.286585,202959
