dhID,chiID,unique_id,CandName,party,precinctsreportingpct,votepct,precinctsreportingpct_Ohio,votepct_Ohio,precinctsreportingpct_NC,votepct_NC,precinctsreportingpct_Missouri,votepct_Missouri,precinctsreportingpct_Florida,votepct_Florida
1,10001,polid-1746,Hillary Clinton,Dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10006,polid-1445,Bernie Sanders,Dem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163003,polid-8639,Donald Trump,GOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163004,polid-61815,Ted Cruz,GOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163005,polid-53044,Marco Rubio,GOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,163010,polid-36679,John Kasich,GOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
